year,event_code,bib,name,finished,dnf_type,cp_id,cp_name,cp_type,arrival_time,split_label,split_secs,elapsed_str,dwell_secs
2022,22hk4tuc,5,Angie Cheng Wai Yee 鄭慧儀,True,N/A,166740,Start,start,2022-02-02 08:12:00,,0,00:00:00,
2022,22hk4tuc,5,Angie Cheng Wai Yee 鄭慧儀,True,N/A,166743,End Maclehose Trail,control,2022-02-03 00:28:32,16:16:32,58592,16:16:32,
2022,22hk4tuc,5,Angie Cheng Wai Yee 鄭慧儀,True,N/A,166746,Start Wilson Trail,control,2022-02-03 01:15:16,00:46:44,2804,17:03:16,
2022,22hk4tuc,5,Angie Cheng Wai Yee 鄭慧儀,True,N/A,166749,End Wilson Trail,control,2022-02-03 18:30:01,17:14:45,62085,34:18:01,
2022,22hk4tuc,5,Angie Cheng Wai Yee 鄭慧儀,True,N/A,166752,Start HK Trail,control,2022-02-03 18:55:43,00:25:42,1542,34:43:43,
2022,22hk4tuc,5,Angie Cheng Wai Yee 鄭慧儀,True,N/A,166755,End HK Trail,control,2022-02-04 06:02:44,11:07:01,40021,45:50:44,
2022,22hk4tuc,5,Angie Cheng Wai Yee 鄭慧儀,True,N/A,166758,Start Lantau Trail,control,2022-02-04 07:03:48,01:01:04,3664,46:51:48,
2022,22hk4tuc,5,Angie Cheng Wai Yee 鄭慧儀,True,N/A,166764,Finish,finish,2022-02-05 01:35:05,18:31:17,66677,65:23:05,
2022,22hk4tuc,3,Tanya Bennett,False,Retired,166740,Start,start,2022-02-02 08:06:00,,0,00:00:00,
2022,22hk4tuc,3,Tanya Bennett,False,Retired,166743,End Maclehose Trail,control,2022-02-03 01:12:37,17:06:37,61597,17:06:37,
2022,22hk4tuc,3,Tanya Bennett,False,Retired,166746,Start Wilson Trail,control,2022-02-03 02:01:35,00:48:58,2938,17:55:35,
2022,22hk4tuc,3,Tanya Bennett,False,Retired,166749,End Wilson Trail,control,2022-02-04 03:19:36,25:18:01,91081,43:13:36,
2022,22hk4tuc,3,Tanya Bennett,False,Retired,166752,Start HK Trail,control,2022-02-04 05:01:00,01:41:24,6084,44:55:00,
2022,22hk4tuc,3,Tanya Bennett,False,Retired,166755,End HK Trail,control,,,0,44:55:00,
2022,22hk4tuc,3,Tanya Bennett,False,Retired,166758,Start Lantau Trail,control,,,0,44:55:00,
2022,22hk4tuc,3,Tanya Bennett,False,Retired,166764,Finish,finish,,,0,44:55:00,
2022,22hk4tuc,1,Kimmy Leung Hong Kiu 梁康翹,False,Retired,166740,Start,start,2022-02-02 08:00:00,,0,00:00:00,
2022,22hk4tuc,1,Kimmy Leung Hong Kiu 梁康翹,False,Retired,166743,End Maclehose Trail,control,2022-02-02 23:19:05,15:19:05,55145,15:19:05,
2022,22hk4tuc,1,Kimmy Leung Hong Kiu 梁康翹,False,Retired,166746,Start Wilson Trail,control,2022-02-03 00:25:50,01:06:45,4005,16:25:50,
2022,22hk4tuc,1,Kimmy Leung Hong Kiu 梁康翹,False,Retired,166749,End Wilson Trail,control,2022-02-03 20:02:46,19:36:56,70616,36:02:46,
2022,22hk4tuc,1,Kimmy Leung Hong Kiu 梁康翹,False,Retired,166752,Start HK Trail,control,,,0,36:02:46,
2022,22hk4tuc,1,Kimmy Leung Hong Kiu 梁康翹,False,Retired,166755,End HK Trail,control,,,0,36:02:46,
2022,22hk4tuc,1,Kimmy Leung Hong Kiu 梁康翹,False,Retired,166758,Start Lantau Trail,control,,,0,36:02:46,
2022,22hk4tuc,1,Kimmy Leung Hong Kiu 梁康翹,False,Retired,166764,Finish,finish,,,0,36:02:46,
2022,22hk4tuc,2,Virginie Goethals,False,Retired,166740,Start,start,2022-02-02 08:03:00,,0,00:00:00,
2022,22hk4tuc,2,Virginie Goethals,False,Retired,166743,End Maclehose Trail,control,2022-02-03 01:22:13,17:19:13,62353,17:19:13,
2022,22hk4tuc,2,Virginie Goethals,False,Retired,166746,Start Wilson Trail,control,2022-02-03 02:15:03,00:52:50,3170,18:12:03,
2022,22hk4tuc,2,Virginie Goethals,False,Retired,166749,End Wilson Trail,control,2022-02-03 22:48:35,20:33:32,74012,38:45:35,
2022,22hk4tuc,2,Virginie Goethals,False,Retired,166752,Start HK Trail,control,,,0,38:45:35,
2022,22hk4tuc,2,Virginie Goethals,False,Retired,166755,End HK Trail,control,,,0,38:45:35,
2022,22hk4tuc,2,Virginie Goethals,False,Retired,166758,Start Lantau Trail,control,,,0,38:45:35,
2022,22hk4tuc,2,Virginie Goethals,False,Retired,166764,Finish,finish,,,0,38:45:35,
2022,22hk4tuc,15,Mayank Vaid,False,Retired,166740,Start,start,2022-02-02 08:42:00,,0,00:00:00,
2022,22hk4tuc,15,Mayank Vaid,False,Retired,166743,End Maclehose Trail,control,2022-02-03 00:46:10,16:04:10,57850,16:04:10,
2022,22hk4tuc,15,Mayank Vaid,False,Retired,166746,Start Wilson Trail,control,2022-02-03 01:30:46,00:44:36,2676,16:48:46,
2022,22hk4tuc,15,Mayank Vaid,False,Retired,166749,End Wilson Trail,control,,,0,16:48:46,
2022,22hk4tuc,15,Mayank Vaid,False,Retired,166752,Start HK Trail,control,,,0,16:48:46,
2022,22hk4tuc,15,Mayank Vaid,False,Retired,166755,End HK Trail,control,,,0,16:48:46,
2022,22hk4tuc,15,Mayank Vaid,False,Retired,166758,Start Lantau Trail,control,,,0,16:48:46,
2022,22hk4tuc,15,Mayank Vaid,False,Retired,166764,Finish,finish,,,0,16:48:46,
2022,22hk4tuc,9,Tony Tong Hei Chun 唐煕晉,False,Retired,166740,Start,start,2022-02-02 08:24:00,,0,00:00:00,
2022,22hk4tuc,9,Tony Tong Hei Chun 唐煕晉,False,Retired,166743,End Maclehose Trail,control,2022-02-03 00:22:17,15:58:17,57497,15:58:17,
2022,22hk4tuc,9,Tony Tong Hei Chun 唐煕晉,False,Retired,166746,Start Wilson Trail,control,2022-02-03 01:20:58,00:58:41,3521,16:56:58,
2022,22hk4tuc,9,Tony Tong Hei Chun 唐煕晉,False,Retired,166749,End Wilson Trail,control,,,0,16:56:58,
2022,22hk4tuc,9,Tony Tong Hei Chun 唐煕晉,False,Retired,166752,Start HK Trail,control,,,0,16:56:58,
2022,22hk4tuc,9,Tony Tong Hei Chun 唐煕晉,False,Retired,166755,End HK Trail,control,,,0,16:56:58,
2022,22hk4tuc,9,Tony Tong Hei Chun 唐煕晉,False,Retired,166758,Start Lantau Trail,control,,,0,16:56:58,
2022,22hk4tuc,9,Tony Tong Hei Chun 唐煕晉,False,Retired,166764,Finish,finish,,,0,16:56:58,
2022,22hk4tuc,8,Samantha Chan Man Ha 陳文霞,False,Retired,166740,Start,start,2022-02-02 08:21:00,,0,00:00:00,
2022,22hk4tuc,8,Samantha Chan Man Ha 陳文霞,False,Retired,166743,End Maclehose Trail,control,2022-02-03 00:22:52,16:01:52,57712,16:01:52,
2022,22hk4tuc,8,Samantha Chan Man Ha 陳文霞,False,Retired,166746,Start Wilson Trail,control,2022-02-03 01:24:52,01:02:00,3720,17:03:52,
2022,22hk4tuc,8,Samantha Chan Man Ha 陳文霞,False,Retired,166749,End Wilson Trail,control,,,0,17:03:52,
2022,22hk4tuc,8,Samantha Chan Man Ha 陳文霞,False,Retired,166752,Start HK Trail,control,,,0,17:03:52,
2022,22hk4tuc,8,Samantha Chan Man Ha 陳文霞,False,Retired,166755,End HK Trail,control,,,0,17:03:52,
2022,22hk4tuc,8,Samantha Chan Man Ha 陳文霞,False,Retired,166758,Start Lantau Trail,control,,,0,17:03:52,
2022,22hk4tuc,8,Samantha Chan Man Ha 陳文霞,False,Retired,166764,Finish,finish,,,0,17:03:52,
2022,22hk4tuc,4,Jcy Ho Chung Yee 何頌沂,False,Retired,166740,Start,start,2022-02-02 08:09:00,,0,00:00:00,
2022,22hk4tuc,4,Jcy Ho Chung Yee 何頌沂,False,Retired,166743,End Maclehose Trail,control,2022-02-03 01:51:49,17:42:49,63769,17:42:49,
2022,22hk4tuc,4,Jcy Ho Chung Yee 何頌沂,False,Retired,166746,Start Wilson Trail,control,2022-02-03 02:59:35,01:07:46,4066,18:50:35,
2022,22hk4tuc,4,Jcy Ho Chung Yee 何頌沂,False,Retired,166749,End Wilson Trail,control,,,0,18:50:35,
2022,22hk4tuc,4,Jcy Ho Chung Yee 何頌沂,False,Retired,166752,Start HK Trail,control,,,0,18:50:35,
2022,22hk4tuc,4,Jcy Ho Chung Yee 何頌沂,False,Retired,166755,End HK Trail,control,,,0,18:50:35,
2022,22hk4tuc,4,Jcy Ho Chung Yee 何頌沂,False,Retired,166758,Start Lantau Trail,control,,,0,18:50:35,
2022,22hk4tuc,4,Jcy Ho Chung Yee 何頌沂,False,Retired,166764,Finish,finish,,,0,18:50:35,
2022,22hk4tuc,16,Rowell Campos,False,Retired,166740,Start,start,2022-02-02 08:45:00,,0,00:00:00,
2022,22hk4tuc,16,Rowell Campos,False,Retired,166743,End Maclehose Trail,control,2022-02-03 02:16:10,17:31:10,63070,17:31:10,
2022,22hk4tuc,16,Rowell Campos,False,Retired,166746,Start Wilson Trail,control,2022-02-03 03:53:14,01:37:04,5824,19:08:14,
2022,22hk4tuc,16,Rowell Campos,False,Retired,166749,End Wilson Trail,control,,,0,19:08:14,
2022,22hk4tuc,16,Rowell Campos,False,Retired,166752,Start HK Trail,control,,,0,19:08:14,
2022,22hk4tuc,16,Rowell Campos,False,Retired,166755,End HK Trail,control,,,0,19:08:14,
2022,22hk4tuc,16,Rowell Campos,False,Retired,166758,Start Lantau Trail,control,,,0,19:08:14,
2022,22hk4tuc,16,Rowell Campos,False,Retired,166764,Finish,finish,,,0,19:08:14,
2022,22hk4tuc,6,Chamelia Suhra,False,Retired,166740,Start,start,2022-02-02 08:15:00,,0,00:00:00,
2022,22hk4tuc,6,Chamelia Suhra,False,Retired,166743,End Maclehose Trail,control,2022-02-03 03:14:10,18:59:10,68350,18:59:10,
2022,22hk4tuc,6,Chamelia Suhra,False,Retired,166746,Start Wilson Trail,control,,,0,18:59:10,
2022,22hk4tuc,6,Chamelia Suhra,False,Retired,166749,End Wilson Trail,control,,,0,18:59:10,
2022,22hk4tuc,6,Chamelia Suhra,False,Retired,166752,Start HK Trail,control,,,0,18:59:10,
2022,22hk4tuc,6,Chamelia Suhra,False,Retired,166755,End HK Trail,control,,,0,18:59:10,
2022,22hk4tuc,6,Chamelia Suhra,False,Retired,166758,Start Lantau Trail,control,,,0,18:59:10,
2022,22hk4tuc,6,Chamelia Suhra,False,Retired,166764,Finish,finish,,,0,18:59:10,
2023,23hk4tuc,24,Tomokazu Ihara 井原知一,True,N/A,230962,Start,start,2023-01-21 18:15:00,,0,00:00:00,
2023,23hk4tuc,24,Tomokazu Ihara 井原知一,True,N/A,230965,End Maclehose Trail,control,2023-01-22 08:29:00,14:14:00,51240,14:14:00,
2023,23hk4tuc,24,Tomokazu Ihara 井原知一,True,N/A,230968,Start Wilson Trail,control,2023-01-22 09:10:17,00:41:17,2477,14:55:17,
2023,23hk4tuc,24,Tomokazu Ihara 井原知一,True,N/A,230971,End Wilson Trail,control,2023-01-23 01:20:14,16:09:57,58197,31:05:14,
2023,23hk4tuc,24,Tomokazu Ihara 井原知一,True,N/A,230974,Start HK Trail,control,2023-01-23 01:51:20,00:31:06,1866,31:36:20,
2023,23hk4tuc,24,Tomokazu Ihara 井原知一,True,N/A,230977,End HK Trail,control,2023-01-23 10:07:03,08:15:43,29743,39:52:03,
2023,23hk4tuc,24,Tomokazu Ihara 井原知一,True,N/A,230980,Start Lantau Trail,control,2023-01-23 10:56:56,00:49:53,2993,40:41:56,
2023,23hk4tuc,24,Tomokazu Ihara 井原知一,True,N/A,230986,Finish,finish,2023-01-24 00:17:36,13:20:40,48040,54:02:36,
2023,23hk4tuc,7,Nugo Yamanath Limbu,True,N/A,230962,Start,start,2023-01-21 18:15:00,,0,00:00:00,
2023,23hk4tuc,7,Nugo Yamanath Limbu,True,N/A,230965,End Maclehose Trail,control,2023-01-22 07:25:52,13:10:52,47452,13:10:52,
2023,23hk4tuc,7,Nugo Yamanath Limbu,True,N/A,230968,Start Wilson Trail,control,2023-01-22 08:07:15,00:41:23,2483,13:52:15,
2023,23hk4tuc,7,Nugo Yamanath Limbu,True,N/A,230971,End Wilson Trail,control,2023-01-22 22:26:27,14:19:12,51552,28:11:27,
2023,23hk4tuc,7,Nugo Yamanath Limbu,True,N/A,230974,Start HK Trail,control,2023-01-22 23:02:32,00:36:05,2165,28:47:32,
2023,23hk4tuc,7,Nugo Yamanath Limbu,True,N/A,230977,End HK Trail,control,2023-01-23 07:57:55,08:55:23,32123,37:42:55,
2023,23hk4tuc,7,Nugo Yamanath Limbu,True,N/A,230980,Start Lantau Trail,control,2023-01-23 09:57:07,01:59:12,7152,39:42:07,
2023,23hk4tuc,7,Nugo Yamanath Limbu,True,N/A,230986,Finish,finish,2023-01-24 02:44:23,16:47:16,60436,56:29:23,
2023,23hk4tuc,23,Ryan Whelan,True,N/A,230962,Start,start,2023-01-21 18:15:00,,0,00:00:00,
2023,23hk4tuc,23,Ryan Whelan,True,N/A,230965,End Maclehose Trail,control,2023-01-22 08:57:34,14:42:34,52954,14:42:34,
2023,23hk4tuc,23,Ryan Whelan,True,N/A,230968,Start Wilson Trail,control,2023-01-22 10:03:22,01:05:48,3948,15:48:22,
2023,23hk4tuc,23,Ryan Whelan,True,N/A,230971,End Wilson Trail,control,2023-01-23 02:04:15,16:00:53,57653,31:49:15,
2023,23hk4tuc,23,Ryan Whelan,True,N/A,230974,Start HK Trail,control,2023-01-23 02:27:17,00:23:02,1382,32:12:17,
2023,23hk4tuc,23,Ryan Whelan,True,N/A,230977,End HK Trail,control,2023-01-23 11:06:07,08:38:50,31130,40:51:07,
2023,23hk4tuc,23,Ryan Whelan,True,N/A,230980,Start Lantau Trail,control,2023-01-23 12:00:20,00:54:13,3253,41:45:20,
2023,23hk4tuc,23,Ryan Whelan,True,N/A,230986,Finish,finish,2023-01-24 03:09:19,15:08:59,54539,56:54:19,
2023,23hk4tuc,12,Wong Ka Kit 黃家傑,True,N/A,230962,Start,start,2023-01-21 18:15:00,,0,00:00:00,
2023,23hk4tuc,12,Wong Ka Kit 黃家傑,True,N/A,230965,End Maclehose Trail,control,2023-01-22 09:15:29,15:00:29,54029,15:00:29,
2023,23hk4tuc,12,Wong Ka Kit 黃家傑,True,N/A,230968,Start Wilson Trail,control,2023-01-22 10:19:19,01:03:50,3830,16:04:19,
2023,23hk4tuc,12,Wong Ka Kit 黃家傑,True,N/A,230971,End Wilson Trail,control,2023-01-23 02:05:06,15:45:47,56747,31:50:06,
2023,23hk4tuc,12,Wong Ka Kit 黃家傑,True,N/A,230974,Start HK Trail,control,2023-01-23 02:26:39,00:21:33,1293,32:11:39,
2023,23hk4tuc,12,Wong Ka Kit 黃家傑,True,N/A,230977,End HK Trail,control,2023-01-23 11:55:17,09:28:38,34118,41:40:17,
2023,23hk4tuc,12,Wong Ka Kit 黃家傑,True,N/A,230980,Start Lantau Trail,control,2023-01-23 12:32:29,00:37:12,2232,42:17:29,
2023,23hk4tuc,12,Wong Ka Kit 黃家傑,True,N/A,230986,Finish,finish,2023-01-24 03:26:37,14:54:08,53648,57:11:37,
2023,23hk4tuc,16,Kevin Cheung Kei Fung 張祺豐,True,N/A,230962,Start,start,2023-01-21 18:15:00,,0,00:00:00,
2023,23hk4tuc,16,Kevin Cheung Kei Fung 張祺豐,True,N/A,230965,End Maclehose Trail,control,2023-01-22 09:12:34,14:57:34,53854,14:57:34,
2023,23hk4tuc,16,Kevin Cheung Kei Fung 張祺豐,True,N/A,230968,Start Wilson Trail,control,2023-01-22 10:47:38,01:35:04,5704,16:32:38,
2023,23hk4tuc,16,Kevin Cheung Kei Fung 張祺豐,True,N/A,230971,End Wilson Trail,control,2023-01-23 03:34:30,16:46:52,60412,33:19:30,
2023,23hk4tuc,16,Kevin Cheung Kei Fung 張祺豐,True,N/A,230974,Start HK Trail,control,2023-01-23 03:54:03,00:19:33,1173,33:39:03,
2023,23hk4tuc,16,Kevin Cheung Kei Fung 張祺豐,True,N/A,230977,End HK Trail,control,2023-01-23 14:01:45,10:07:42,36462,43:46:45,
2023,23hk4tuc,16,Kevin Cheung Kei Fung 張祺豐,True,N/A,230980,Start Lantau Trail,control,2023-01-23 15:00:35,00:58:50,3530,44:45:35,
2023,23hk4tuc,16,Kevin Cheung Kei Fung 張祺豐,True,N/A,230986,Finish,finish,2023-01-24 05:45:45,14:45:10,53110,59:30:45,
2023,23hk4tuc,13,Elvis Fu Chin Ping 傅展平,True,N/A,230962,Start,start,2023-01-21 18:15:00,,0,00:00:00,
2023,23hk4tuc,13,Elvis Fu Chin Ping 傅展平,True,N/A,230965,End Maclehose Trail,control,2023-01-22 09:37:25,15:22:25,55345,15:22:25,
2023,23hk4tuc,13,Elvis Fu Chin Ping 傅展平,True,N/A,230968,Start Wilson Trail,control,2023-01-22 10:18:14,00:40:49,2449,16:03:14,
2023,23hk4tuc,13,Elvis Fu Chin Ping 傅展平,True,N/A,230971,End Wilson Trail,control,2023-01-23 04:59:43,18:41:29,67289,34:44:43,
2023,23hk4tuc,13,Elvis Fu Chin Ping 傅展平,True,N/A,230974,Start HK Trail,control,2023-01-23 05:19:42,00:19:59,1199,35:04:42,
2023,23hk4tuc,13,Elvis Fu Chin Ping 傅展平,True,N/A,230977,End HK Trail,control,2023-01-23 14:30:34,09:10:52,33052,44:15:34,
2023,23hk4tuc,13,Elvis Fu Chin Ping 傅展平,True,N/A,230980,Start Lantau Trail,control,2023-01-23 15:53:05,01:22:31,4951,45:38:05,
2023,23hk4tuc,13,Elvis Fu Chin Ping 傅展平,True,N/A,230986,Finish,finish,2023-01-24 09:38:20,17:45:15,63915,63:23:20,
2023,23hk4tuc,18,Alger Cheng Sai Kit 鄭世傑,True,N/A,230962,Start,start,2023-01-21 18:15:00,,0,00:00:00,
2023,23hk4tuc,18,Alger Cheng Sai Kit 鄭世傑,True,N/A,230965,End Maclehose Trail,control,2023-01-22 10:01:48,15:46:48,56808,15:46:48,
2023,23hk4tuc,18,Alger Cheng Sai Kit 鄭世傑,True,N/A,230968,Start Wilson Trail,control,2023-01-22 10:50:50,00:49:02,2942,16:35:50,
2023,23hk4tuc,18,Alger Cheng Sai Kit 鄭世傑,True,N/A,230971,End Wilson Trail,control,2023-01-23 05:18:51,18:28:01,66481,35:03:51,
2023,23hk4tuc,18,Alger Cheng Sai Kit 鄭世傑,True,N/A,230974,Start HK Trail,control,2023-01-23 08:17:15,02:58:24,10704,38:02:15,
2023,23hk4tuc,18,Alger Cheng Sai Kit 鄭世傑,True,N/A,230977,End HK Trail,control,2023-01-23 17:12:28,08:55:13,32113,46:57:28,
2023,23hk4tuc,18,Alger Cheng Sai Kit 鄭世傑,True,N/A,230980,Start Lantau Trail,control,2023-01-23 18:15:16,01:02:48,3768,48:00:16,
2023,23hk4tuc,18,Alger Cheng Sai Kit 鄭世傑,True,N/A,230986,Finish,finish,2023-01-24 12:30:33,18:15:17,65717,66:15:33,
2023,23hk4tuc,22,Trevor Meding,True,N/A,230962,Start,start,2023-01-21 18:15:00,,0,00:00:00,
2023,23hk4tuc,22,Trevor Meding,True,N/A,230965,End Maclehose Trail,control,2023-01-22 10:04:33,15:49:33,56973,15:49:33,
2023,23hk4tuc,22,Trevor Meding,True,N/A,230968,Start Wilson Trail,control,2023-01-22 10:49:13,00:44:40,2680,16:34:13,
2023,23hk4tuc,22,Trevor Meding,True,N/A,230971,End Wilson Trail,control,2023-01-23 09:18:23,22:29:10,80950,39:03:23,
2023,23hk4tuc,22,Trevor Meding,True,N/A,230974,Start HK Trail,control,2023-01-23 10:17:41,00:59:18,3558,40:02:41,
2023,23hk4tuc,22,Trevor Meding,True,N/A,230977,End HK Trail,control,2023-01-23 20:04:46,09:47:05,35225,49:49:46,
2023,23hk4tuc,22,Trevor Meding,True,N/A,230980,Start Lantau Trail,control,2023-01-23 20:53:32,00:48:46,2926,50:38:32,
2023,23hk4tuc,22,Trevor Meding,True,N/A,230986,Finish,finish,2023-01-24 13:41:45,16:48:13,60493,67:26:45,
2023,23hk4tuc,9,Kenneth Chan Wai Tik,True,N/A,230962,Start,start,2023-01-21 18:15:00,,0,00:00:00,
2023,23hk4tuc,9,Kenneth Chan Wai Tik,True,N/A,230965,End Maclehose Trail,control,2023-01-22 10:34:39,16:19:39,58779,16:19:39,
2023,23hk4tuc,9,Kenneth Chan Wai Tik,True,N/A,230968,Start Wilson Trail,control,2023-01-22 11:37:30,01:02:51,3771,17:22:30,
2023,23hk4tuc,9,Kenneth Chan Wai Tik,True,N/A,230971,End Wilson Trail,control,2023-01-23 05:09:48,17:32:18,63138,34:54:48,
2023,23hk4tuc,9,Kenneth Chan Wai Tik,True,N/A,230974,Start HK Trail,control,2023-01-23 06:43:50,01:34:02,5642,36:28:50,
2023,23hk4tuc,9,Kenneth Chan Wai Tik,True,N/A,230977,End HK Trail,control,2023-01-23 17:17:28,10:33:38,38018,47:02:28,
2023,23hk4tuc,9,Kenneth Chan Wai Tik,True,N/A,230980,Start Lantau Trail,control,2023-01-23 18:13:52,00:56:24,3384,47:58:52,
2023,23hk4tuc,9,Kenneth Chan Wai Tik,True,N/A,230986,Finish,finish,2023-01-24 14:01:49,19:47:57,71277,67:46:49,
2023,23hk4tuc,6,Mayank Vaid,True,N/A,230962,Start,start,2023-01-21 18:15:00,,0,00:00:00,
2023,23hk4tuc,6,Mayank Vaid,True,N/A,230965,End Maclehose Trail,control,2023-01-22 09:51:19,15:36:19,56179,15:36:19,
2023,23hk4tuc,6,Mayank Vaid,True,N/A,230968,Start Wilson Trail,control,2023-01-22 10:36:18,00:44:59,2699,16:21:18,
2023,23hk4tuc,6,Mayank Vaid,True,N/A,230971,End Wilson Trail,control,2023-01-23 04:10:31,17:34:13,63253,33:55:31,
2023,23hk4tuc,6,Mayank Vaid,True,N/A,230974,Start HK Trail,control,2023-01-23 06:00:03,01:49:32,6572,35:45:03,
2023,23hk4tuc,6,Mayank Vaid,True,N/A,230977,End HK Trail,control,,,0,35:45:03,
2023,23hk4tuc,6,Mayank Vaid,True,N/A,230980,Start Lantau Trail,control,2023-01-23 16:54:16,10:54:13,39253,46:39:16,
2023,23hk4tuc,6,Mayank Vaid,True,N/A,230986,Finish,finish,2023-01-24 14:19:39,21:25:23,77123,68:04:39,
2023,23hk4tuc,5,Kimmy Leung Hong Kiu 梁康翹,True,N/A,230962,Start,start,2023-01-21 18:15:00,,0,00:00:00,
2023,23hk4tuc,5,Kimmy Leung Hong Kiu 梁康翹,True,N/A,230965,End Maclehose Trail,control,2023-01-22 12:16:10,18:01:10,64870,18:01:10,
2023,23hk4tuc,5,Kimmy Leung Hong Kiu 梁康翹,True,N/A,230968,Start Wilson Trail,control,2023-01-22 13:04:33,00:48:23,2903,18:49:33,
2023,23hk4tuc,5,Kimmy Leung Hong Kiu 梁康翹,True,N/A,230971,End Wilson Trail,control,2023-01-23 09:36:30,20:31:57,73917,39:21:30,
2023,23hk4tuc,5,Kimmy Leung Hong Kiu 梁康翹,True,N/A,230974,Start HK Trail,control,2023-01-23 11:30:57,01:54:27,6867,41:15:57,
2023,23hk4tuc,5,Kimmy Leung Hong Kiu 梁康翹,True,N/A,230977,End HK Trail,control,2023-01-23 20:21:32,08:50:35,31835,50:06:32,
2023,23hk4tuc,5,Kimmy Leung Hong Kiu 梁康翹,True,N/A,230980,Start Lantau Trail,control,2023-01-23 20:52:06,00:30:34,1834,50:37:06,
2023,23hk4tuc,5,Kimmy Leung Hong Kiu 梁康翹,True,N/A,230986,Finish,finish,2023-01-24 14:33:29,17:41:23,63683,68:18:29,
2023,23hk4tuc,19,Chan Kwok Keung 陳國強,True,N/A,230962,Start,start,2023-01-21 18:15:00,,0,00:00:00,
2023,23hk4tuc,19,Chan Kwok Keung 陳國強,True,N/A,230965,End Maclehose Trail,control,2023-01-22 11:49:56,17:34:56,63296,17:34:56,
2023,23hk4tuc,19,Chan Kwok Keung 陳國強,True,N/A,230968,Start Wilson Trail,control,2023-01-22 12:50:00,01:00:04,3604,18:35:00,
2023,23hk4tuc,19,Chan Kwok Keung 陳國強,True,N/A,230971,End Wilson Trail,control,2023-01-23 10:46:35,21:56:35,78995,40:31:35,
2023,23hk4tuc,19,Chan Kwok Keung 陳國強,True,N/A,230974,Start HK Trail,control,2023-01-23 11:06:40,00:20:05,1205,40:51:40,
2023,23hk4tuc,19,Chan Kwok Keung 陳國強,True,N/A,230977,End HK Trail,control,2023-01-23 21:24:48,10:18:08,37088,51:09:48,
2023,23hk4tuc,19,Chan Kwok Keung 陳國強,True,N/A,230980,Start Lantau Trail,control,2023-01-23 22:13:42,00:48:54,2934,51:58:42,
2023,23hk4tuc,19,Chan Kwok Keung 陳國強,True,N/A,230986,Finish,finish,2023-01-24 15:58:10,17:44:28,63868,69:43:10,
2023,23hk4tuc,15,Chiang Chung Wei 蔣仲威,True,N/A,230962,Start,start,2023-01-21 18:15:00,,0,00:00:00,
2023,23hk4tuc,15,Chiang Chung Wei 蔣仲威,True,N/A,230965,End Maclehose Trail,control,2023-01-22 11:39:49,17:24:49,62689,17:24:49,
2023,23hk4tuc,15,Chiang Chung Wei 蔣仲威,True,N/A,230968,Start Wilson Trail,control,2023-01-22 12:25:54,00:46:05,2765,18:10:54,
2023,23hk4tuc,15,Chiang Chung Wei 蔣仲威,True,N/A,230971,End Wilson Trail,control,2023-01-23 10:17:02,21:51:08,78668,40:02:02,
2023,23hk4tuc,15,Chiang Chung Wei 蔣仲威,True,N/A,230974,Start HK Trail,control,2023-01-23 10:42:59,00:25:57,1557,40:27:59,
2023,23hk4tuc,15,Chiang Chung Wei 蔣仲威,True,N/A,230977,End HK Trail,control,2023-01-23 20:41:40,09:58:41,35921,50:26:40,
2023,23hk4tuc,15,Chiang Chung Wei 蔣仲威,True,N/A,230980,Start Lantau Trail,control,2023-01-23 21:56:02,01:14:22,4462,51:41:02,
2023,23hk4tuc,15,Chiang Chung Wei 蔣仲威,True,N/A,230986,Finish,finish,2023-01-24 16:11:19,18:15:17,65717,69:56:19,
2023,23hk4tuc,8,Kurt Lynn,True,N/A,230962,Start,start,2023-01-21 18:15:00,,0,00:00:00,
2023,23hk4tuc,8,Kurt Lynn,True,N/A,230965,End Maclehose Trail,control,2023-01-22 10:11:02,15:56:02,57362,15:56:02,
2023,23hk4tuc,8,Kurt Lynn,True,N/A,230968,Start Wilson Trail,control,2023-01-22 10:57:36,00:46:34,2794,16:42:36,
2023,23hk4tuc,8,Kurt Lynn,True,N/A,230971,End Wilson Trail,control,2023-01-23 09:50:35,22:52:59,82379,39:35:35,
2023,23hk4tuc,8,Kurt Lynn,True,N/A,230974,Start HK Trail,control,2023-01-23 10:12:20,00:21:45,1305,39:57:20,
2023,23hk4tuc,8,Kurt Lynn,True,N/A,230977,End HK Trail,control,2023-01-23 21:35:35,11:23:15,40995,51:20:35,
2023,23hk4tuc,8,Kurt Lynn,True,N/A,230980,Start Lantau Trail,control,2023-01-23 22:14:11,00:38:36,2316,51:59:11,
2023,23hk4tuc,8,Kurt Lynn,True,N/A,230986,Finish,finish,2023-01-24 16:38:18,18:24:07,66247,70:23:18,
2023,23hk4tuc,4,Karen Tse Tze Wai 謝芷蕙,True,N/A,230962,Start,start,2023-01-21 18:15:00,,0,00:00:00,
2023,23hk4tuc,4,Karen Tse Tze Wai 謝芷蕙,True,N/A,230965,End Maclehose Trail,control,2023-01-22 10:36:35,16:21:35,58895,16:21:35,
2023,23hk4tuc,4,Karen Tse Tze Wai 謝芷蕙,True,N/A,230968,Start Wilson Trail,control,2023-01-22 11:45:47,01:09:12,4152,17:30:47,
