year,event_code,bib,name,class,finished,dnf_type,finish_time,dnf_at_cp,last_cp,last_time,nationality,tracking_url,gps_last_lat,gps_last_lon,gps_last_time,gps_point_count,total_time,total_dwell,splits_count
2026,26hk4tuc,7,Phairat Varasin ไพรัช วราสินธุ์,Class of 2026,True,N/A,71:10:37,,Finish,2026-02-20 04:38:18,thailand,https://live.dottrack.asia/26hk4tuc/?b=7,22.264994,114.001773,2026-02-20 04:13:36,134,71:10:37,22:13:34,8
2026,26hk4tuc,26,[Disqualified] Tony Leung Shing Tung 梁成東,Disqualified,False,Disqualified,,Start Wilson Trail,Start Wilson Trail,2026-02-18 12:32:04,hong_kong,https://live.dottrack.asia/26hk4tuc/?b=26,22.246788,114.2212,2026-02-18 12:32:04,47,16:47:52,00:06:26,8
2026,26hk4tuc,2,[Retired] May Liang Shi Qiong 梁仕琼,Retired,False,Retired,,End HK Trail,End HK Trail,2026-02-19 11:48:18,hong_kong,https://live.dottrack.asia/26hk4tuc/?b=2,22.36806,114.118125,2026-02-19 11:48:18,111,53:31:42,01:28:14,8
2026,26hk4tuc,6,[Retired] Johan Thurée,Retired,False,Retired,,Start HK Trail,Start HK Trail,2026-02-20 10:53:15,sweden,https://live.dottrack.asia/26hk4tuc/?b=6,22.267326,114.169237,2026-02-19 13:20:04,90,33:28:49,01:25:34,8
2026,26hk4tuc,24,[Retired] Shashwat Rao,Retired,False,Retired,,Start HK Trail,Start HK Trail,2026-02-19 12:36:39,india,https://live.dottrack.asia/26hk4tuc/?b=24,22.264822,114.001972,2026-02-19 12:36:39,94,43:41:59,02:06:20,8
2026,26hk4tuc,20,[Retired] Adrian Tang 鄧浩然,Retired,False,Retired,,Start Wilson Trail,Start Wilson Trail,2026-02-18 03:54:55,australia,https://live.dottrack.asia/26hk4tuc/?b=20,22.492365,114.180854,2026-02-18 03:54:55,44,16:48:20,00:25:58,8
2026,26hk4tuc,21,[Retired] John Fan Wing Chun 范榮臻,Retired,False,Retired,,Start Wilson Trail,Start Wilson Trail,2026-02-18 18:31:10,hong_kong,https://live.dottrack.asia/26hk4tuc/?b=21,22.25415,114.24213,2026-02-18 18:31:10,65,18:30:43,00:57:37,8
2026,26hk4tuc,5,[Retired] Yeung Wing Kent 楊永健,Retired,False,Retired,,Start Wilson Trail,Start Wilson Trail,2026-02-18 00:35:44,hong_kong,https://live.dottrack.asia/26hk4tuc/?b=5,22.524709,114.2084,2026-02-18 00:35:44,40,18:35:41,01:06:31,8
2026,26hk4tuc,11,[Retired] Larry Chan Kin Kwok 陳健國,Retired,False,Retired,,Start Wilson Trail,Start Wilson Trail,2026-02-19 01:55:52,hong_kong,https://live.dottrack.asia/26hk4tuc/?b=11,22.253631,114.199691,2026-02-19 01:55:52,72,19:02:37,00:37:37,8
2026,26hk4tuc,12,[Retired] Wang Pei Xuan 王培煊,Retired,False,Retired,,End Maclehose Trail,End Maclehose Trail,2026-02-17 23:58:23,macau,https://live.dottrack.asia/26hk4tuc/?b=12,22.396955,114.319569,2026-02-17 23:58:23,40,18:54:49,00:02:13,8
2026,26hk4tuc,15,[Retired] Michael Gay,Retired,False,Retired,,Start,Start,2026-02-17 19:25:08,united_states_of_america,https://live.dottrack.asia/26hk4tuc/?b=15,22.397415,114.319899,2026-02-17 19:25:08,24,,,8
2026,26hk4tuc,19,[Retired] Rosario Delis,Retired,False,Retired,,Start,Start,2026-02-18 01:16:18,philippines,https://live.dottrack.asia/26hk4tuc/?b=19,22.397016,114.319638,2026-02-18 01:16:18,37,,,8
